id,sleep,nap,totwrk,educ,age,gdhlth,smsa,union,selfe,marr,yrsmarr,yngkid,male
350,3750,0,1963,16,62,0,0,0,0,1,38,0,0
351,3418,1808,1126,17,64,0,1,0,0,0,0,0,0
352,2910,150,2450,12,31,1,0,0,0,0,0,0,0
353,3683,0,1125,16,29,1,0,0,0,1,3,0,1
354,2311,0,3996,12,36,1,1,0,0,1,13,0,1
355,3368,165,3071,8,44,1,0,1,0,1,24,0,1
356,3453,0,2325,12,43,1,0,0,0,0,0,0,1
357,3870,60,2253,11,46,1,0,0,0,1,26,0,1
358,2921,0,2263,12,29,1,0,0,0,0,0,0,0
359,3438,0,2206,14,28,1,0,0,0,0,0,0,1
360,3775,0,2711,13,26,0,0,1,0,1,4,1,1
361,2945,225,1263,10,62,1,1,0,0,1,42,0,0
362,3270,0,1960,17,23,1,1,0,0,1,2,0,0
363,3405,90,1470,16,35,1,1,0,0,0,0,0,0
364,3533,0,2980,14,32,1,0,0,0,1,7,1,1
365,3320,0,2085,12,44,1,0,0,0,1,12,0,1
366,3030,90,2270,12,29,1,0,0,0,0,0,0,0
367,3563,145,3391,12,42,1,0,1,1,1,17,0,1
368,3470,0,1660,16,24,1,1,0,0,0,0,0,0
369,3130,240,2450,14,27,1,0,0,0,1,8,0,0
370,3660,60,1163,14,49,0,0,0,0,1,31,0,0
371,4113,0,1288,8,43,1,0,0,0,1,13,0,1
372,2661,240,2485,14,40,1,0,0,0,1,9,0,1
373,2115,0,2050,12,27,0,1,0,0,1,0,0,0
374,3240,150,1038,8,49,1,0,0,0,1,28,0,0
375,3480,0,1213,12,27,1,0,1,0,1,8,0,0
376,4048,260,1558,12,26,1,0,1,0,1,5,0,0
377,2956,0,1175,8,44,0,0,1,0,1,24,0,0
378,2985,140,0,15,31,1,1,0,0,1,7,0,0
379,2745,38,0,13,28,0,0,1,0,1,4,1,0
380,3405,60,2460,12,47,1,0,0,0,1,27,0,0
381,3158,75,2325,12,31,1,0,0,0,1,11,0,0
382,3138,300,2488,12,33,1,0,0,0,1,14,0,0
383,3143,0,2288,12,55,1,0,1,0,1,35,0,0
384,2865,563,2251,12,24,1,0,0,0,1,5,0,0
385,3853,0,1173,16,23,1,0,1,0,1,3,0,0
386,3435,30,2946,11,42,1,0,0,0,1,22,0,1
387,3221,180,1150,12,26,1,0,1,0,1,9,0,0
388,3320,0,2193,14,25,1,1,0,0,0,0,0,0
389,2633,645,2663,10,32,1,0,0,0,1,13,0,1
390,3158,0,2413,12,33,1,0,1,0,1,15,0,0
391,3353,0,2475,8,62,1,0,0,0,1,0,0,0
392,3350,75,2050,14,35,1,0,0,0,1,17,0,0
393,2580,0,2575,9,26,1,1,1,0,1,4,0,1
394,3633,0,2170,12,44,1,0,1,0,1,19,0,0
395,3955,60,1763,9,48,1,0,0,0,1,32,0,0
396,4215,315,2525,8,51,0,0,0,0,1,0,0,0
397,2733,248,3226,6,47,1,0,1,0,0,0,0,0
398,3270,0,0,12,43,1,0,0,1,1,24,0,0
399,3128,75,2173,16,32,1,1,0,0,1,9,0,0
400,3515,0,2843,13,24,1,0,0,0,1,4,0,1
401,4068,35,2568,16,28,1,0,0,1,1,0,0,0
402,3885,150,913,14,33,1,0,0,0,1,9,0,0
403,3410,60,1497,12,28,1,0,0,0,1,0,1,0
404,3641,150,2686,13,24,1,0,0,0,1,4,0,0
405,4091,90,75,13,24,1,0,0,0,1,2,0,0
406,2708,0,2325,12,49,1,1,0,0,1,27,0,0
407,2640,105,2538,16,27,1,1,0,1,0,0,0,0
408,2918,0,2038,16,23,1,0,0,0,0,0,0,1
409,2983,0,2025,12,32,1,0,1,0,1,12,0,0
410,3420,60,2205,11,39,1,0,0,0,0,0,0,1
411,3322,777,1838,12,35,0,0,0,0,1,14,1,1
412,3553,0,1570,12,24,0,1,1,0,1,4,0,0
413,3945,265,1125,12,33,1,0,0,0,1,0,0,0
414,3018,0,2388,16,40,1,1,0,0,1,16,0,1
415,2870,300,1830,13,25,1,1,0,0,0,0,0,0
416,2891,0,2163,12,30,1,0,1,0,1,9,1,0
417,3323,0,1370,16,24,1,1,0,0,1,3,0,0
418,3155,0,3075,16,25,1,1,0,0,1,3,0,1
419,4110,75,2505,12,34,1,0,1,0,0,0,0,0
420,3328,0,2146,12,52,1,0,0,0,1,27,0,0
421,3015,60,1975,15,25,1,0,0,0,1,3,1,1
422,3195,0,1650,16,37,1,1,0,0,1,7,1,1
423,2710,45,2775,17,26,1,1,0,0,1,2,0,1
424,2890,120,2380,12,26,1,1,1,0,0,0,0,0
425,3578,543,1321,12,65,1,0,0,0,1,35,0,1
426,2708,0,2458,12,32,1,1,0,0,1,0,0,0
427,4100,0,3170,10,27,1,0,1,0,1,2,1,1
428,3818,30,360,4,57,1,0,0,0,0,0,0,0
429,3060,0,750,8,36,1,0,0,0,1,16,0,0
430,3765,260,2100,13,51,1,1,0,0,1,0,0,1
431,2710,183,2368,11,52,1,0,1,0,1,35,0,0
432,3753,0,1325,17,24,1,0,0,0,1,1,0,0
433,3943,0,2451,12,27,1,0,0,0,1,4,0,0
434,3505,88,1993,13,29,1,0,1,0,1,10,0,0
435,3693,0,2533,13,30,0,0,1,0,1,6,0,1
436,3150,0,1671,12,30,1,1,0,0,1,7,0,0
437,2780,0,1950,16,33,1,0,0,0,0,0,0,1
438,2955,0,1313,11,37,1,1,0,0,1,16,0,1
439,2948,145,1813,14,27,1,1,0,0,0,0,0,0
440,3045,0,2049,12,37,1,1,0,0,1,7,0,1
441,3595,60,1963,12,44,1,0,0,0,1,22,0,0
442,2985,0,0,8,62,1,0,0,0,1,41,0,1
443,3346,0,2288,12,54,1,1,0,0,1,32,0,0
444,3195,0,2195,14,23,1,1,0,0,0,0,0,1
445,3073,90,2088,12,42,1,1,0,0,0,0,0,0
446,3608,0,2100,12,32,1,1,0,0,0,0,0,0
447,2928,0,2606,17,28,1,0,0,0,0,0,0,1
448,3525,0,1875,12,32,1,0,0,0,1,14,0,0
449,3953,0,2351,14,57,1,1,0,0,1,34,0,0
450,3218,0,2300,13,50,1,1,1,0,1,29,0,0
451,3848,45,2126,17,35,1,1,0,0,0,0,0,0
452,3740,0,515,12,28,1,1,0,0,0,0,1,0
453,3570,0,2560,12,60,1,0,0,0,1,38,0,0
454,3218,240,2026,17,39,1,0,1,0,0,0,0,0
455,3255,0,2100,12,29,1,0,1,0,1,8,0,1
456,3363,450,1673,12,43,1,1,0,0,0,0,0,1
457,3286,0,2275,12,47,1,1,0,0,1,7,0,0
458,3255,0,2750,11,33,1,0,0,1,1,16,0,0
459,3548,0,2178,12,45,1,1,0,0,1,25,0,0
460,3181,0,1208,9,54,1,0,0,1,1,39,0,0
461,3188,60,1175,12,45,1,0,0,0,1,0,0,0
462,3318,283,0,14,51,1,1,0,0,1,32,0,0
463,4030,0,2193,12,24,1,0,0,0,0,0,1,0
464,2746,0,2288,9,32,0,0,1,0,1,14,0,0
465,3410,0,0,12,42,1,1,0,0,1,23,0,0
466,3943,145,2013,12,60,1,1,0,1,0,0,0,0
467,2423,0,2138,11,48,1,0,0,1,0,0,0,0
468,3388,90,2233,12,39,1,1,1,0,1,16,0,0
469,3280,0,1905,16,36,1,1,0,0,1,14,0,0
470,3376,0,375,13,56,1,0,1,0,1,37,0,0
471,3458,0,1538,12,48,1,0,1,0,1,27,0,0
472,3710,0,788,16,34,1,1,0,0,1,15,0,0
473,3196,513,2293,10,33,1,0,0,0,1,0,0,0
474,3206,30,838,17,48,0,0,0,0,0,0,0,1
475,2881,1173,2866,8,31,1,1,0,0,1,11,1,1
476,3113,105,2031,10,56,1,0,0,0,1,36,0,0
477,3128,0,1738,11,46,1,0,0,0,1,26,0,0
478,3203,105,1525,10,38,1,1,0,0,1,21,0,0
479,3330,485,330,12,23,0,1,0,0,1,2,0,0
480,4180,180,2570,10,30,1,0,0,1,0,0,0,1
481,3368,0,1093,11,33,1,1,0,0,1,16,0,0
482,3295,0,2805,8,50,1,1,1,0,1,23,0,0
483,3103,405,825,12,51,1,0,0,0,1,0,0,0
484,3373,68,68,16,35,1,0,0,0,1,15,0,0
485,3210,0,3203,16,53,1,0,0,0,1,30,0,0
486,2698,0,1553,12,33,1,0,1,0,1,15,0,0
487,3633,975,1025,12,49,1,0,0,0,1,26,0,0
488,2413,30,2701,8,44,1,0,0,0,1,24,0,0
489,3818,60,125,12,28,1,1,0,1,1,7,0,0
490,3420,60,0,12,64,1,0,0,0,1,35,0,1
491,3215,13,375,12,61,1,0,0,0,1,0,0,0
492,2623,645,1920,12,32,1,0,0,0,0,0,0,0
493,2643,0,1408,11,34,1,0,0,1,1,16,0,1
494,3353,0,1995,12,43,1,1,1,0,1,22,0,0
495,3558,30,1600,17,25,1,1,0,0,1,3,0,1
496,2828,150,1243,17,39,1,1,0,0,1,19,0,0
497,3148,60,1988,17,60,1,0,0,0,1,34,0,1
498,3773,375,0,12,25,1,1,0,0,1,5,0,0
499,3405,113,375,14,55,1,0,0,0,1,33,0,0
500,3278,205,1051,17,45,1,1,0,0,1,21,0,0
501,2868,375,1733,8,52,0,1,0,0,1,27,0,0
502,3900,135,363,5,63,0,1,0,0,0,0,0,0
503,2508,113,1230,16,26,1,1,0,0,1,5,1,0
504,3555,0,1816,6,26,1,0,1,0,1,10,1,0
505,3630,525,625,8,58,0,1,0,0,0,0,0,0
506,3215,0,0,11,60,1,0,0,0,0,0,0,0
507,3180,0,0,12,31,1,1,1,0,1,9,0,0
508,3938,0,588,12,57,1,0,0,0,1,39,0,0
509,3466,99,1050,16,39,1,0,0,0,1,18,0,0
510,2678,0,800,15,25,1,0,0,0,1,6,1,0
511,3223,75,900,16,48,1,1,0,0,1,25,0,0
512,3428,65,638,17,28,1,1,0,0,1,6,0,0
513,3967,400,1751,6,37,0,0,0,0,0,0,0,0
514,3525,125,900,12,49,1,1,0,0,1,24,0,0
515,3143,210,900,12,48,1,1,0,0,1,27,0,0
516,3700,15,388,12,26,0,0,0,1,1,4,0,0
517,3245,0,305,17,27,1,1,0,0,1,6,1,0
518,2010,485,808,12,40,1,0,0,0,1,22,0,0
519,3055,0,875,12,38,1,0,0,1,1,16,0,0
520,3458,170,613,12,40,1,0,0,0,1,22,0,0
521,4235,0,1183,12,30,1,0,0,0,1,6,1,0
522,3890,0,1050,16,30,1,0,0,0,1,9,1,0
523,4005,1275,520,10,34,1,0,0,0,1,19,0,0
524,3773,0,353,17,33,1,1,0,0,1,14,0,0
525,3465,0,2700,10,26,1,0,0,0,1,11,1,0
526,3460,60,0,14,27,1,1,0,0,1,0,0,0
527,3360,58,0,12,23,1,0,0,0,1,6,0,0
528,3863,210,0,1,62,0,0,0,0,1,43,0,0
529,3105,200,0,17,39,1,0,0,0,1,18,0,0
530,3715,310,2443,17,34,1,0,0,1,1,14,0,1
531,3450,0,995,15,44,1,1,0,0,1,22,0,1
532,3735,0,1975,15,58,1,0,0,1,1,29,0,1
533,4095,45,1313,16,29,1,1,0,0,1,5,0,0
534,2770,0,4000,12,39,1,0,0,0,1,20,0,1
535,2760,0,3518,17,41,1,0,0,1,1,18,0,1
536,4100,0,188,12,55,1,0,0,0,1,26,0,1
537,2800,0,0,12,28,1,0,0,1,1,10,1,0
538,2865,0,3438,12,41,1,0,0,0,1,21,0,1
539,3430,697,1150,8,46,1,0,0,0,1,28,0,1
540,4266,208,2880,5,56,1,0,0,0,0,0,0,1
541,2911,0,2100,12,52,1,1,0,0,0,0,0,0
542,2746,170,2740,12,33,1,1,1,0,1,7,0,1
543,2663,375,0,9,47,1,1,1,0,1,28,0,0
544,2940,450,2475,12,35,1,0,0,1,1,12,0,1
545,2640,60,3180,16,27,1,0,0,0,1,5,1,1
546,2930,0,1950,17,34,1,0,1,0,1,13,0,0
547,2955,0,2225,14,26,1,1,1,0,0,0,0,0
548,3595,0,2478,12,60,1,0,0,1,1,38,0,1
549,2905,0,3648,12,27,1,0,0,0,1,7,1,1
550,2533,105,1565,12,42,1,1,0,0,1,24,0,0
551,2820,0,3615,14,31,1,0,0,1,1,0,0,0
552,2755,350,2705,11,29,0,1,0,0,0,0,0,1
553,2806,45,2476,12,31,1,0,1,0,1,9,1,1
554,4200,150,0,5,65,0,0,0,0,1,36,0,1
555,2448,165,3325,16,41,1,1,0,1,1,16,0,1
556,4095,0,1413,16,36,1,1,0,0,1,14,0,1
557,2355,0,2726,14,54,1,1,0,1,1,30,0,0
558,4050,90,0,13,24,1,0,1,0,1,3,0,0
559,3990,180,1725,7,56,0,0,0,1,1,38,0,0
560,3975,0,0,12,28,1,1,0,0,1,7,0,0
561,2738,30,2475,10,41,1,0,1,0,1,18,0,1
562,2848,225,638,16,24,1,0,0,0,1,1,0,0
563,2818,150,2505,12,32,1,0,0,1,1,12,0,1
564,2470,0,2026,16,38,1,1,0,0,1,17,0,1
565,3855,40,360,17,33,1,1,0,0,1,5,0,0
566,3803,150,2446,5,43,1,0,1,0,1,22,0,1
567,2940,0,1725,17,41,1,1,0,0,1,19,0,0
568,3791,80,2808,15,34,1,1,0,1,0,0,0,1
569,3785,0,800,12,31,1,1,0,0,1,8,0,1
570,3755,0,1138,13,55,1,1,0,1,1,32,0,1
571,3745,0,900,8,62,1,0,0,1,1,36,0,0
572,3743,0,3118,17,54,1,0,1,1,1,22,0,1
573,2113,180,2488,14,33,1,1,0,0,1,4,0,1
574,4350,890,480,12,60,1,0,1,0,1,38,0,1
575,3860,0,1334,12,28,0,0,0,0,0,0,0,0
576,2053,0,2276,12,32,1,1,0,0,1,0,1,1
577,3705,0,940,12,32,1,0,0,0,0,0,0,0
578,3703,90,2948,12,30,1,1,0,1,0,0,0,0
579,2381,90,2760,12,33,1,0,1,0,0,0,0,0
580,3670,60,2175,14,38,1,1,0,0,0,0,0,1
581,3655,0,460,16,47,1,1,0,0,1,29,0,0
582,3650,0,1773,16,40,1,0,0,1,1,18,0,0
583,3643,0,3085,11,28,1,0,0,1,1,10,0,1
584,3638,0,1375,11,27,1,0,0,1,1,10,0,0
585,3733,0,2288,16,28,1,1,0,0,1,4,1,1
586,3725,0,2616,9,44,1,1,1,0,1,23,0,1
587,3630,150,875,16,25,1,1,1,0,1,3,0,0
588,3628,0,0,7,58,0,0,1,0,0,0,0,1
589,3628,80,1013,16,28,1,1,0,0,1,4,0,0
590,3800,235,1925,5,52,1,0,1,0,1,22,0,0
591,3615,0,2443,16,27,1,0,0,0,0,0,0,0
592,3600,90,2163,12,42,1,1,0,0,1,24,0,1
593,3598,0,2376,14,56,1,1,1,0,1,0,0,1
594,3583,123,2508,12,64,0,0,0,1,1,41,0,1
595,3580,0,3166,12,44,1,0,0,1,1,17,0,1
596,2700,0,2206,14,33,1,1,0,0,1,4,0,0
597,3565,250,2150,8,44,1,0,0,0,1,28,0,0
598,3550,0,2455,16,24,1,0,0,0,0,0,0,1
599,3548,225,113,12,32,1,0,0,1,1,0,0,0
600,3543,0,1088,8,35,1,1,0,1,1,7,0,0
601,3538,383,2388,14,54,1,1,0,0,1,30,0,1
602,3530,0,4805,12,37,1,0,0,1,1,0,0,1
603,3525,0,1933,16,28,1,1,0,0,1,4,0,1
604,3525,35,1950,5,51,1,0,0,0,1,35,0,0
605,3523,0,1971,17,54,1,1,1,0,1,0,0,1
606,3950,0,500,12,32,1,0,1,0,1,9,0,1
607,4420,0,2450,10,38,1,0,0,0,1,19,0,1
608,3871,120,2050,16,46,1,1,0,1,0,0,0,1
609,3503,38,950,12,26,0,0,1,0,1,0,0,0
610,3498,226,1015,12,59,1,0,0,0,1,37,0,1
611,3488,693,1715,8,50,1,0,0,0,1,31,0,1
612,3480,525,1113,12,28,1,1,0,1,0,0,0,0
613,3478,0,1200,12,57,1,0,0,0,1,36,0,1
614,3468,0,2871,16,26,1,1,1,0,1,3,0,1
615,3460,0,2250,9,56,0,0,0,0,1,30,0,0
616,3455,58,2828,16,31,1,0,0,0,1,3,0,0
617,3435,0,0,12,53,0,1,0,0,0,0,0,0
618,3433,15,745,8,63,0,0,0,1,1,43,0,1
619,3423,0,3338,16,35,1,0,0,0,1,14,0,1
620,3423,60,1588,8,61,1,1,0,1,1,7,0,1
621,3420,475,830,17,32,1,0,0,0,0,0,0,0
622,2793,90,1273,16,43,1,1,1,1,1,0,0,1
623,3405,742,2145,13,43,1,0,1,0,1,0,0,0
624,3405,0,1875,5,55,1,0,0,0,1,35,0,1
625,3395,0,1988,17,32,1,1,0,1,1,9,0,1
626,3391,86,2895,12,50,1,1,0,0,1,18,0,1
627,3390,0,583,12,52,1,0,0,0,1,26,0,0
628,3935,225,163,12,54,1,1,0,0,1,29,0,1
629,3375,285,2905,12,40,1,0,1,0,1,18,0,1
630,3360,135,3135,11,49,0,0,0,0,0,0,0,0
631,3360,0,3075,10,50,1,0,0,1,1,26,0,1
632,3355,300,0,10,24,0,1,1,0,1,9,1,1
633,2655,0,2688,13,25,1,1,1,0,0,0,0,1
634,3338,0,2263,12,44,1,1,0,0,1,16,0,1
635,3338,0,2588,12,42,1,0,0,0,1,17,0,1
636,3330,0,3148,12,37,1,0,0,1,1,18,0,1
637,3326,0,2468,17,46,1,0,1,0,1,22,0,1
638,3315,335,1525,10,29,1,0,0,1,1,0,0,1
639,3315,0,2948,12,35,1,1,0,1,1,12,0,1
640,3310,38,0,12,25,1,0,0,1,1,10,0,0
641,3310,195,2826,12,49,1,0,0,0,1,9,0,1
642,3308,135,2326,12,45,1,0,1,0,1,10,0,1
643,3308,0,2820,17,25,1,0,1,0,1,0,0,1
644,3295,67,2513,12,57,1,0,0,0,1,32,0,1
645,3295,0,3171,12,35,1,0,0,0,1,15,0,1
646,3285,0,1325,17,31,1,0,0,0,1,10,0,0
647,3285,0,2493,15,55,1,1,0,0,1,0,0,1
648,3271,0,3441,16,24,1,0,0,0,0,0,0,0
649,3268,0,1238,8,58,1,0,0,0,1,36,0,1
650,3261,0,2588,17,52,1,1,0,0,1,30,0,1
651,3260,0,3590,17,33,1,0,0,1,1,10,0,1
652,3255,0,1548,11,39,1,0,0,1,1,22,0,0
653,3248,120,3190,9,25,1,1,0,0,0,0,0,1
654,3236,413,2350,16,25,1,1,0,0,0,0,0,0
655,3235,450,0,16,30,1,1,0,0,1,4,1,0
656,3230,40,2150,17,25,1,0,0,0,1,2,0,1
657,3225,1313,2535,16,42,1,0,0,1,1,18,0,1
658,3225,0,638,12,35,1,1,0,1,1,16,0,1
659,3225,552,2260,12,59,0,1,0,0,1,0,0,0
660,3218,0,3275,12,42,1,0,0,1,1,18,1,1
661,3218,0,1013,12,59,1,0,0,0,1,37,0,0
662,3210,0,2433,16,32,1,0,0,0,1,10,0,1
663,3203,0,2450,17,49,1,1,0,0,0,0,0,1
664,3201,120,2298,14,54,1,1,0,0,1,32,0,1
665,3200,0,2363,9,58,1,0,0,0,1,39,0,1
666,3195,0,1578,14,38,1,1,1,0,1,0,0,1
667,3190,60,2500,8,50,1,0,0,0,1,31,0,0
668,3188,50,2526,17,46,1,0,1,0,1,22,0,0
669,3188,0,2538,12,38,1,1,0,1,1,17,0,1
670,3181,0,2393,12,39,1,1,0,0,1,12,1,1
671,3176,0,2163,17,31,1,1,0,0,1,9,0,0
672,3175,0,3481,13,42,1,0,1,0,1,19,0,1
673,3165,135,2163,16,30,1,1,0,0,1,5,0,1
674,3390,0,3421,16,27,0,0,0,1,0,0,0,1
675,3630,0,2300,14,54,1,1,0,0,1,33,0,1
676,3150,120,1188,17,64,1,1,0,0,1,36,0,1
677,3140,0,2666,9,43,1,1,1,1,1,0,0,1
678,3135,143,1538,12,29,1,0,0,0,1,5,0,1
679,3615,0,1888,12,34,1,0,0,0,1,2,1,1
680,3110,75,0,16,23,1,0,0,0,1,5,1,0
681,3095,0,2293,15,31,1,1,0,0,0,0,0,1
682,3090,409,538,13,44,1,1,0,0,1,0,0,0
683,3073,225,2351,17,57,1,1,1,0,1,27,0,1
684,3068,0,2373,12,31,1,1,0,0,0,0,0,0
685,3065,75,2148,14,23,1,0,0,0,1,4,1,0
686,3573,0,2013,14,29,1,0,0,0,1,2,0,1
687,3060,270,2603,12,50,1,0,0,0,1,22,0,1
688,3040,685,1510,12,25,1,1,1,0,0,0,1,0
689,3028,88,2513,16,44,1,0,0,0,1,19,0,1
690,3023,120,2418,16,29,1,0,0,0,1,5,1,1
691,3023,0,2281,16,36,1,0,0,0,1,14,0,0
692,3015,135,1183,10,47,1,1,1,0,1,28,0,0
693,3008,165,2275,10,52,0,0,0,0,1,29,0,0
694,2993,0,2725,17,61,1,0,0,1,1,30,0,1
695,2985,120,2388,16,32,1,1,0,0,0,0,0,0
696,2985,400,2026,12,45,1,1,0,0,1,18,0,0
697,3520,15,675,10,34,0,0,1,0,1,4,0,1
698,3510,0,1851,12,37,1,0,0,0,1,17,0,0
699,2970,30,1961,17,54,1,0,1,1,1,22,0,0
700,2970,445,2363,16,30,1,0,0,0,1,9,1,0
